contextID,citationID,CLEAN_CITATION_CONTEXT,UTILIZE_LABELS,USAGE_LABELS
27222493,27945594,817322 0.042523091 0.060007692 -0.025478793 table 4.3: example of integer coe cient pr qmf lter h(n) 3 6 2 -1 1114.3.2 3-d subband codec design we now extend the 2-d subband coding and pvq scheme of to the 3-d case. the 3-d subband coder allows for adaptive bit allocation between temporal and spatial information. a 2-d subband coding software codec from portable video research group (pvrg) 29,UTILIZE,EXTEND
34045666,34046727,"a, which may make the encrypted image intelligible. for compressed images, the algorithms based on dct and wavelet codecs attract more researchers, such as jpeg or jpeg2000. the algorithm proposed in encrypts only some significant bit-planes of dct coefficients, which obtains high perception security and encryption efficiency. the algorithm proposed in 23 encrypts only the significant streams i",NOTUTILIZE,MENTION
24922869,25756603,"n section 3.sas a solution to this problem, we present sns in section 4. we also discuss the requirements, and design sns, and define the interface of it using the interface definition language (idl) . section 5 describes the implementation architecture, and in section 6, we present the performance evaluation of our implementation. finally, we drew a conclusion in section 7. 2. corba-based tmn fra",NOTUTILIZE,NOTALGO
202729775,240715827,"ability of the action with theslargest value of azsapproaches 1 while the others approachszero.swe learn behavior using a version of the natural actor criticsreinforcement learning algorithm (nacrel) to find aspolicy that minimizes the long term discounted sum of thesreconstruction errorss0 ( )r t s(6)swhere sis the discount factor.sin particular, we use asmodification of algorithm",UTILIZE,USE
73793,73896,"ic is a function of, we need to monitor its size in order to ensure that it does not get very large. we estimate how large the precomputation logic is by computing the size of its corresponding robdd he sequel, we describe a branching algorithm that selects the best subset of inputs. the pseudocode is shown in fig. 7. the procedure select logic receives as arguments the function , the des",UTILIZE,USE
12742601,13659461,"ng machine. 5.1.1 introduction to universal turing machine a turing machine is a theoretical computational device invented by turing for performing mechanical or algorithmic mathematical calculations . though the construction and operational rules of a turing machine may seem beguilingly simple and rudimentary, it has been shown that any computational process that can be done by present computers",NOTUTILIZE,MENTION
65969075,64736954,"ker can look for k positions containing only a small given number p of errors and then try to guess which are these p positions. this can be done very efficiently using the canteaut-chabaud algorithm . depending on the parameters of the code the complexity of the attack can decrease a lot when p is well chosen. its optimal value will depend widely on the parameters (n, k, w ) of the code and on th",NOTUTILIZE,MENTION
172112305,153140740,"hesions from previous abdominal surgery 1 . functional intussusception, occurring in the setting of a metabolic derangement such as severe hyperglycemia, metabolic acidosis, or hyperkalemia, is rare . it has been suggested that severe hyperglycemia decreases gastrointestinal motility; gi dysmotility in turn has been implicated in the development of functional intussusception 1, 2 . patients pres",NOTUTILIZE,NOTALGO
14090891,15114531,"ithms that are exposed as web services on remote machines. to achieve interoperability with standard grid environments, weka4ws has been developed by using the web services resource framework (wsrf ) as enabling technology. as wsrf implementations are recent, to the best of our knowledge, weka4ws is the first data mining framework exploiting wsrf grid services. the paper describes the design, imp",NOTUTILIZE,MENTION
165488504,147007680,"the predictions of non-relativistic quantum mechanics at this unphysical value of . this value of also allows a direct comparison to the discretized light-cone quantization (dlcq) results of ref. . the numerical results were obtained using the hopper cray xe6 at nersc. scalapack software 23 was used for the diagonalization. in this particular implementation of blfq, the resulting matrix is q",NOTUTILIZE,NOTALGO
8209328,8631224,"tarjan lt80 . lemma 3.2 ( lt80 ) the class of planargraphs satisfies a p n-separator theorem for ff 2 3 and fi 2 p 2. in more recent work, djidjev proved that the theorem also holds for fi p 6 . these theorems have been presented to provide examples of the types of separators that have been shown to exist, and lead to algorithms for finding separators for limited classes of graphs (i.e., bi",NOTUTILIZE,MENTION
32369887,32765441,"ippage. the force-based hydraulic erosion algorithm is based on the forces that are caused by the running water on the terrain surface. this algorithm was first introduced by cmf98 , then revised by , and recently implemented on the gpu in mdh07 . we extend this algorithm by an unconditionally stable solution with the second-order accuracy called semi-lagrangian maccormack method sfk 07 . thi",NOTUTILIZE,MENTION
85166729,82170237,"as well. essentially, rc allows the e ects of ordinary shared memory accesses to be delayed until a subsequent release by the same processor is performed. the lazy release consistency (lrc) algorithm delays the propagation of modi cations to a processor until that processor executes an acquire. to do so, lrc uses the happened-before-1 partial order 2 . the happened-before-1 partial order is the",NOTUTILIZE,MENTION
155585697,136808481,ents as described in 13 . 3.2 training the pattern generator there are several advantages of using pattern generators realized by echo state networks rather than coupled differential equations as in or other rnns. esns are more easily trained as shown in 19 and due to their high dimensionality can produce more complicated patterns as in 13 and 20 than other implementations of central patte,NOTUTILIZE,NOTALGO
202430594,240288976,"roach is referred to as a network because all inputs can influence all outputs, depending upon the values of the weights. for estimating the parameters, we use the standard backpropagation algorithm , which updates the weights for each pair of yk, xi data vectors in order to minimize the error. we also incorporate a bayesian modification of artificial neural networks mackay, 1994 that limits",UTILIZE,USE
75912216,74331052,"m can be expected. a direct consequence of such a result is the improvement of the complexity of many algorithms requiring to solve the posso problem, for instance in asymmetric 20, 25 or symmetric cryptography. hal-00816724, version 2 - 12 jul 2013 related works. in order to reach this goal we develop new algorithms in gr",NOTUTILIZE,NOTALGO
245998,262305,"relation to be implemented by the network infrastructure. finally, the following fact will be used in our time estimations in what follows (for a justification of this fact, the reader is referred to d 4 ): fact 2.1. there exists a bsp algorithm that broadcasts a k-word message to n processors, that requires time at most o(log n max l, gk log n ). moreover, if l gk log n, then the algorith",NOTUTILIZE,MENTION
44948988,43900081,"c degenerations constructed in 24 . both the algorithm and the degenerations enjoy a dramatic simplification for simple schubert problems. in that case, the degenerations were introduced by schubert . example 2.2. consider the simple schubert problem ( , ) (210, 110) in g(3, 7). begin with local coordinates (2.4) for e210,110 a 1 b c 0 0 0 e : e210,110 0 0 d 1 e 0 0 . 0 0 0 0 f 1 g10",NOTUTILIZE,MENTION
5901953,6113790,"ess radio link. specifically, we have developed a scheme based on extending the class-based queuing (cbq) based controlled hierarchical link sharing model that has been proposed by floyd and jacobson . cbq is intended to enable internet routers to control distribution of bandwidth on local links in response to local needs while retaining the decentralized flavor of the internet. controlled link sh",UTILIZE,EXTEND
11433074,12218299,"lver 20 . fast-forward 2.33 21 is a forward-chaining heuristic state space planner that generates heuristics by relaxing the planning problem and solves using a graphplan-style algorithm. hsp 2.04 maps planning instances into state-space search problems that are solved using a variant of the a search algorithm, with heuristics extracted from the representation. stan 45 23 is a graphplan-bas",NOTUTILIZE,MENTION
8452850,8896077,"sformational approach 5 , the mbrs of twodimensional spatial objects are transformed into points in four dimensions. these points are stored in a multi-attribute data structure such as the grid file which is then used for the filter step. an efficient algorithm for the rectangle intersection problem based on the plane-sweeping paradigm was proposed by g ting and schilling 13 . this algorithm w",NOTUTILIZE,MENTION
44574543,43430109,"sentially optimal. however, if has size n o( g 1 2 ), we can do asymptotically better with an o(n g 1 2 ) algorithm. this is achieved by computing a basis for g via a generic algorithm (as in ), and then determining the representation of each i x in this basis using a vector discrete logarithm algorithm (such as 64, alg. 9.3 ). it is then straightforward to compute gi for each i an",NOTUTILIZE,MENTION
16850391,17994932,"initialization have been proposed. our algorithms are more exible, computational e cient and provide signi cant improvement on the accuracy of approximation of ws coe cients over the mallat algorithm and the algorithm in 9 , as shown in numerical examples. a basic prerequisite of the e ciency of our algorithms is that the sampling march 24, 1999 draftsx.-p. zhangetal, from the wavelet series to",UTILIZE,EXTEND
15983283,17100950,likely model template. updatingsthe distribution parameters can be done using em based algorithms. also adaptive mixture models have been proposed to cope with outliers and sudden appearance changes . we propose a method where the appearance variability is simply modeled by maintaining several models over time. this amounts for a nonparametric representation of the probability density function th,NOTUTILIZE,MENTION
23755843,24684022,"sting approaches in terms of matching success rate, response time, and matching efficiency. ipr is able to effectively facilitate dynamic interactions among trading partners in a peer-to-peer fashion . the rest of this paper is organized as follows. we discuss related works in section 2, and introduce ipr algorithm in section 3. section 4 presents the experiment methodology. section 5 evaluates ip",NOTUTILIZE,MENTION
27026420,27740443,"randomized sa algorithms for almost arbitrary noise and for the corresponding references. deterministic analysis of convergence of the randomized algorithms of stochastic approximation was done in . convergence rate of the algorithms was considered also in 18, 19 . 2. formulation of the problem and basic assumptions let f (w, ) :r p r r r 1 be a function differentiable with respect to the",NOTUTILIZE,MENTION
202846305,240886219,"to the em algorithm should provide equivalent diffusion regularization. in this study, the penalty was implemented with the one-step-late method combined to the ordered subset acceleration technique . the penalty term was computed at each subiteration, and the normalization matrix p was computed for each subset as a simple backprojection over the subset of the measurement weights. in the case of",UTILIZE,USE
201669326,239198510,"validity of the numerical solution, based on the comparison to the analytical one, we refer to 4 . to visualize our meshes, we have implemented a simple interface to the visualization toolkit (vtk) , a collection of c classes that implement a wide range of visualization algorithms. the central data structure for this project is the vtkunstructuredgrid, which represents volumetric data as a col",UTILIZE,USE
29686597,30368027,"he stationary probability vector. this work demonstrates the application of the acceleration techniques to versions of the classical unsmoothed aggregation algorithm 9, 15 , the sa algorithm given in , and the amg algorithm in 14 . similar accelerators have been designed for other nonlinear iterations. in 23 , an accelerator is developed for the multilevel fast approximation scheme (fas 2 , see",UTILIZE,USE
11159625,11914780,"y i the resulting formula is thus: t arg max t1...tn n i 1 t is retrieved using the viterbi algorithm 11 . 4 generalizations of the basic model p (ti t-historyi)p (wi ti) . (3) in equation first p (ti t-history i) is replaced by a linearly interpolated trigram model ujp (ti t-historyij), j j ranging from unigram to trigram tag history. further, wi is replaced by a list of word repres",NOTUTILIZE,MENTION
17883730,19066426,"ation 27 tion to the block between the scheduling points expected to be executed the least frequently. the implementation of gvn and gcm in the safetsa compiler is based on the algorithms of click , which are broadly comparable to the techniques used in jikes rvm s bytecode compiler. global code motion starts with early scheduling, which determines, for each instruction, the first basic block",NOTUTILIZE,MENTION
202088004,239801622,ll-posed inverse problem which can be solved by regularization. we can estimate using the truncated regularized iteratively reweighted least squares (tr-irls) algorithm for glm parameter estimation . the tr-irls is a variant of the irls algorithm in which a ridge parameter can be included in each wls subproblem to provide a quadratic regularization. introducing the regularization term the esti,UTILIZE,USE
202783204,240797093,"hnically inaccurate noise profile. 5 numerical testing to demonstrate the effectiveness of the mvps algorithm in quantitatively reconstructing objects, we applied the nomadm matlab r software package to three test sets that differ in their construction, with each set consisting of 6-10 test object configurations. following a brief description of test conditions and parameter settings, we describe",UTILIZE,USE
31032495,31706967,"ture such as fast evolutionary programming (fep). 75 compare versions of opt-ainet and the b-cell algorithm to a variety of optimisation functions of various dimensions found in the literature, and apply clonalg to a range of constrained optmisation problems. all of these algorithms essentially evolve solutions to problems via repeated application of a cloning, mutation and selection cycle to a",NOTUTILIZE,MENTION
69559787,68446238,"advances in the understanding of the perturbative expansion showed that soft-gluon emission does not exponentiate when ordered in invariant mass, while it does if transverse momentum is used instead . this gave birth to the durham algorithm 25 . alternatives such as the geneva one were also proposed 4 . recently, further advances in the understanding of soft-gluon emission has lead to the intro",NOTUTILIZE,MENTION
111966692,102819553,ntroduced the first efficient algorithm for the computation of the betti numbers of all the level sets of a scalar field in o(m logm) time. in this paper we introduce an extension of the algorithm in that allows one to add the betti numbers of each contour while maintaining the simplicity of the scheme and the efficient o(m n logn) time complexity. we also introduce a new divide and conquer sch,UTILIZE,EXTEND
6649444,6944621,"es. this commonality allows simulations to migrate between these three programs. efficient full electrostatics algorithms namd incorporates the distributed parallel multipole tree algorithm (dpmta and distributed particle mesh ewald (dpme) algorithms, which takes the full electrostatic interactions into account. these algorithm reduces the computational complexity of electrostatic force evalua",NOTUTILIZE,MENTION
10698189,11393480,"e on shor s quantum algorithm for prime factorization zhengjun cao institute of system science, chinese academy of sciences. beijing, p.r. china. zjcamss hotmail.com abstract it s well known that shor proposed a polynomial time algorithm for prime factorization by using quantum computers. for a given number n, he gave an algorithm for finding the order r of an element x (mod n) instead of giving a",NOTUTILIZE,MENTION
5437138,5621352,"porated in the comprehensive design automation systems. we have found it to be useful in some applications. moreover, this approach can be extended for the minimization of the number of input symbols . input minimization and state minimization are iterated until no further state joining is possible. we implemented two efficient programs for state minimization. one of them is used for completely sp",NOTUTILIZE,MENTION
41781643,40174534,"cted to find good approximate solutions within reasonable computing time, but without provable solution quality. for instance, kokosi ski and kawarciany proposed a parallel genetic algorithm 13 . in , y. li et al. presented mrlf, an effective greedy algorithm based on the well-known rlf graph coloring heuristic 16 . moukrim et al. showed a technique for computing the lower bound for the mscp bas",NOTUTILIZE,MENTION
9970861,10583577,"e model. in the sense, this study sheds new light on the analyses of the hopfield model of associative memory. in this paper, we apply the breeder genetic algorithm (bga) proposed by muhlenbin et al. d model of associative memory. the bga is based on quot;artificial selection similar to that used by human breeders quot; expecting quot;artificial selection to be more efficient for optimization th",UTILIZE,USE
86457179,83247299,"mediate results. donjerkovic and ramakrishnan (1999) use a probabilistic approach to optimize top-n queries and the ranking condition involves a single attribute. onion (chang et al. 2000) andprefer ( ; hristidis and papakonstantinou 2004) are preprocessing-based techniques for top-n queries. in addition, a variety of algorithms for materialized top-n views have been proposed in yi et al. (2003), d",NOTUTILIZE,MENTION
203004948,241116626,"ther, and switching two adjacent letters in which the minimum edit distance is 2. in this study, we used a dynamic programming technique known as levenshtein algorithm with quadratic time complexity ( ) to calculate the edit distance between a misspelled word and the words in database. using this farsispell literary and linguistic computing, vol. 29, no. 1, 2014 65sat pennsylvania state u niversity",UTILIZE,USE
57955232,57218920,". in the problem setup for this paper we consider the tracking of one difficult solution path in extended precision. the extended precision arithmetic we perform with the quad double library qd 2.3.9 , and in particular on a gpu using the software in 13 . for the numerical properties, we refer to 4 and 18 . our development of massively parallel algorithms is motivated by the desire to offset t",NOTUTILIZE,NOTALGO
41631809,40027673,"curity (ijcss), volume (4): issue (4) 383lung-lung liu in this paper, we are to depict a lower bound study on software development effort. it is with a computer science oriented algorithmic approach but not the traditional probabilistic model approach. we begin with a transformation model which is based on the popular software development lifecycle and the programming language support systems. s",NOTUTILIZE,MENTION
24663631,25516143,"keywords: visual cortex; ocular dominance columns; orientation columns; feature space 1. introduction feature-space models of cortical map development based on the elastic net and kohonen algorithms currently give the closest match to experimental data regarding the spatial structure of orientation (or) and ocular dominance (od) maps 8,21 . ho suk mmer et al. 12,13 have investigated the dynam",NOTUTILIZE,MENTION
42565410,40912736,"nd elimination of redundant functional dependencies from the initial set. detailed description of these algorithms is way beyond the scope of this text. that information can be found in, for instance . it is important to note that the decomposition method guarantees better normal form than the synthesis method. it guarantees that the resulting database will be in the boyce-codd normal form, while",NOTUTILIZE,MENTION
75050966,73631647,"the many convolutions between the feature pyramid and the part filters, exactly and without the need to tune any parameter. expressing the part filters as a sparse linear combination of a dictionary, can also obtain large speedups when detecting multiple objects simultaneously, since in this case the dictionary typically can be made much smaller than the total number of filters while not sacrific",NOTUTILIZE,NOTALGO
3758236,3879161,"is a central problem in data mining and has been extensively studied since its introduction in ais93 . the resulting algorithms ( ams 96 , son95 , bmut97 , ccs00 , zh99 , aap00a , aap00b , ) shared the assumption that the data to mine was placed in a single table. there are very few published results on how to mine association rules when data resides in more than one table. an instance",NOTUTILIZE,MENTION
82447027,79919252,"and comparing two rna secondary structures. the answer of aligning multiple rna structures was considered as a by-product of the algorithms of comparing two rna secondary structures. for example, in the authors claimed to solve the problem of aligning multiple rna structures, but the algorithmic details were not clear and the explanations concentrated on the pairwise rna structure alignment. in",NOTUTILIZE,MENTION
10358125,11015639,"tary and sigma is diagonal -- (for the latter a does not need to be square). it is interesting to note that both these forms are computed by a qr-like iteration 4 . the svd algorithm of golub-kahan is indeed an implicit qr-algorithm applied to the hermitian matrix a a. when looking at unitary decompositions involving two matrices, say a and b, a similar implicit algorithm was given in 7 and i",NOTUTILIZE,MENTION
39004255,37599637,"implementing algorithms, and to give rigorous proofs that those algorithms are correct. this framework is summarized here from the new book atomic transactions , by lynch, merritt, weihl and fekete ; this framework was originally designed for reasoning about distributed algorithms, but it is sufficiently abstract that it applies directly to multiprocessors as well. i believe that the correctness",NOTUTILIZE,MENTION
24014395,24920611,"the object oriented search started with the introduction of 2d string 4 . based on the 2d string representation, many algorithms were proposed to represent retrieve symbolic images in from a sid 8 , . however, these string based representation schemes are not invariant to image transformations, especially to rotation and in addition, the string matching process takes non-deterministic-polynomial",NOTUTILIZE,MENTION
27888460,28601207,"r hirji proposed an algorithm 8 based on mehta and patel s network algorithm 11 . while hirji s, essentially branch and bound, algorithm can be implemented without resorting to a lattice (see also ), only in the latticed case is it guaranteed to have polynomial complexity. in that case hirji s algorithm shares the same worst-case runtime as that of baglivo et al. s: o(qkn 2 ). as far as the spa",NOTUTILIZE,MENTION
29449337,30114848,ive feature models 4 : for each feature model we simulated 1000 random manual configuration processes (scenario m). at each step we enumerated minimal models. (algorithmic details can be found online .) we also counted how many times there was exactly one minimal model: at those steps the configuration process would have been completed if the user invoked the shopping principle function. the resul,NOTUTILIZE,MENTION
150906456,132604206,"ent special instructions, hence the system reconfigures the containers accordingly. in total, 9 special instructions are implemented for the encoder by using combinations of 10 different accelerators . the implementation of the h.264 encoder on the reconfigurable system leads to a speedup of more than 20x compared to the same system without using special instructions. b. test configurations table",NOTUTILIZE,MENTION
33679694,33768750,"ive characters of the ring. similarly, the multiplicative group of units induces multiplicative characters of the ring. the interplay between additive and multiplicative characters is well understood , and we show that this connection can be exploited in quantum algorithms. in particular, we put a multiplicative character into the phase of the registers and compute the fourier transform over the a",NOTUTILIZE,NOTALGO
202633090,240579700,y detection algorithmsswe employ three unsupervised learning (clustering)salgorithms to perform anomaly detection. we alsosstudy how to effectively combine results given bysthese algorithms.sk-means. this method aims to find k clustersssuch that the average distance between a data point andsa cluster center is minimized. we determine a dataspoint as an anomaly if it does not belong to any cluster,UTILIZE,USE
8808465,9292059,"g 12, 10 . adaptive routing algorithms must be carefully designed to avoid deadlocks 9, 11 . unfortunately, virtual channels and adaptive routing make the router more complex, increasing node delay . as a consequence, latency may increase. another method to increase channel bandwidth consists of using bidirectional signaling 8 . this method allows bidirectional point to point digital signal com",NOTUTILIZE,MENTION
16004066,17123303,"works only for the cubic lattice, but not for the fcc-lattice which is much better suited for modeling real protein conformations. the second improvement is the appearance of approximation algorithms for different lattice models. despite their indisputable merits, their approximation ratio is still too weak to be used in practice. an approach of predicting structures using a fcc lattice-model and",NOTUTILIZE,MENTION
44321539,43118892,of observables of the even sector suggests the existence of an hidden huge symmetry of the ising model. our results can be straightforwardly extended to q-state potts models with generic values of q . 15the most relevant application of the present analysis is that it may help to find new powerful algorithms to simulate the ising model or to construct improved estimators for thermal observables.,NOTUTILIZE,NOTALGO
202606856,240541321,"llance, andstraffic monitoring to meet real-time goals, the popularitysof bs comes from its computation efficiency 13, 14 .sto detect foreground object, we use agmm (adaptivesgaussian mixture model) algorithm withs( 3)k scomponents, and its results passed some postprocessing. each pixel in the scene of the video issmodeled by a mixture of ksgaussians distributions. thesprobability that a certai",UTILIZE,USE
9316244,9859867,"or the classical problem without rejection. in fact, our algorithms are based on the techniques used for the problem without rejection, namely on the fully polynomial approximation scheme for fixed m (based on a dynamic programming formulation of the problem) and the polynomial approximation scheme for arbitrary m 7 . obviously, the msr problem on a single machine is easily solved exactly by sch",NOTUTILIZE,MENTION
12857908,13781895,"sfs algorithm was further significantly improved by godfrey et al. 13 . the first progressive technique that can output skyline points without scanning the whole dataset was delveloped by tan et al. . kossmann et al. 16 presented another progressive algorithm based on the nearest neighbor search technique, which adopts a divide-and-conquer paradigm on the dataset. papadias et al. 22 proposed",NOTUTILIZE,MENTION
201738109,239296711,"detection classifier in the present paper adopts the haartrainingsprogram in opencv 2.2 for training using the gentle adaboost (gab) algorithm, which has the bestseffect among the cascade algorithms .seye detection optimization using an eye-pair svm post classifiersgiven that haar-like features contain gray-level information, the eye detection classifier based onssuch features is quite sensitive",UTILIZE,USE
17727446,18906002,"are proposed. later, a similar solution was independently described in 84 . the pattern format is equivalent to 52 but uses only a subset of allen s relations. a tree-based enumeration algorithm is used for efficient mining. in 113 the patterns of 52 are mined with a modified sequential pattern algorithm 63 . the tcon method for temporal knowledge conversion presented in 37; 40; 38 do",NOTUTILIZE,MENTION
29089063,29774497,e of the notion of constructing ;t siei-e . to sol -e (5.1). legendre suggested the continued fraction expansion of 6. tliis rnethocl vas further de eloped in 1931 by d.h. lehrner and r. e. powers to give a factoring algorithm. to go into the details of it would take us too far afield. but m must mention the work of llarrison and brillhart 32 in 1970. prior to this. the method was considered,NOTUTILIZE,MENTION
118046673,107262402,"ph (v,x r e) has a special structure, when (v,x) is a minimal 3-vertex connected subgraph. in section 2.3 we introduce a minimal forward a-b extensions generation problem and recall an algorithm from which solves it, then in section 2.4 we reduce the problem of generating elements of yx,e to solving the minimal forward a-b extensions problem. finally, in section 2.5 we analyze the complexity of t",NOTUTILIZE,MENTION
22514549,23549110,"r distributions were observed in other data sets as well. algorithms based on fixed-length grams have a dilemma in deciding the length of grams. as an illustrative example, consider algorithms (e.g., ) that are based on an inverted-list index structure to find similar strings. these algorithms use various filtering techniques to prune strings.sfrequency (x1000) 30 25 20 15 10 5 0 4-grams 5-grams 6",NOTUTILIZE,MENTION
3720595,3839006,or bent) due to large lesions. figure 2 shows some 2d sample results after the midsagittal plane is extracted. the imsp algorithm is robust under adverse conditions and has been evaluated extensively - - - 9 . axial and coronal slices are used simultaneously to handle large out-of-plane rotation angles eectively. no statistically signicant dierence is found between the imsp algorithm and two experience,NOTUTILIZE,MENTION
202964827,241059215,estimates of model parameters m and . the maximum likelihood estimates of model parameters the model parameters m and were estimated by maximizing the log-likelihood function described in equation . we used the l-bfgs-b algorithm (41) implemented in the r optimization function optim to maximize the log-likelihood function in equation (10). the estimate of for tumor genomes is twice as high as,UTILIZE,USE
7381770,7724321,"me setting through repeated use of bilinear transformations. hence in essence, the problem is solved in the discrete time setting using the known, discrete time two-step algorithms developed in 12 , , respectively. in this paper, we present a novel treatment of the h1 identification problem in continuous time formulation. the problem under study is essentially the same as that considered in 13,",NOTUTILIZE,MENTION
202248343,240030876,". this transformation needs to be done manually, butsparameter values can be tuned up to meet the performance of continuous-time, floating-pointsalgorithm using nonlinear control design toolbox (ncd) , carefully selected cost function andsoptimisation technique.sthe next stage, also done manually, uses software from frontier design. it",UTILIZE,USE
202516094,240410995,experiments refer to the silence-removed speech. for speaker modeling we used vector quantization (vq) as described in subchapter 4.1. all speakers were modeled by a codebook of 64 vectors using gla as the clustering algorithm. the matching function was the mean squared error between the test vector sequence and speaker codebook. the decision was simply the speaker with minimum error. as a test,UTILIZE,USE
61806460,61080875,"y is depicted in fig. 19a (a random turbo code with fixed rsc component codes and a uniform interleaver of length n 192) and simulation results based on the soft-output iterative decoding algorithm . the fixed component codes are the same rsc codes and their generators are g1(d) g2(d) g3(d) . an interleaver of length 192 bits corresponds to 1, 1 d 2 1 d d 2 20 ms frames at a bit rate o",NOTUTILIZE,MENTION
201789129,239369865,"set of (f, v) data, these properties must be determinedsso that eq. (2) is approximately satisfied. an efficient computer program has been developed to accomplish this by using the simplex algorithm . the inversion program was firststested by processing simulated guided wave data from theoretical calculations with a knownsset of bond parameters. the model is a three-layered aluminum epoxy aluminu",UTILIZE,USE
201748724,239312646,"und in other time-channel graphs. there are a number of algorithms which can be used to find k shortest paths in a graph in the literature. in the simulation, we implemented a well known algorithm in for this purpose, which has a time complexity of o(nmk2 logk). steps 2 and 3 of this algorithm are the same as those of k-paths based scheduling algorithm. therefore, the overall time complexity of o",UTILIZE,USE
56267305,55629130,") w t (3) ( wt (st) t (st) ) w (4) the gtd2 algorithm converges to a local minimum of j( ), even when using non-linear function approximation maei et al., 2009 or off-policy learning . the tdc algorithm minimises the same objective but using a slightly different derivation, ( t (st) (st 1)( (st) ) w) t (5) 3. temporal difference networks we focus now on the uncontr",NOTUTILIZE,MENTION
8332454,8767679,"when the vq is replaced by tsvq. in this extension, we use and extend the methods and analysis of 19 . with this extension, we will be able to treat the performance of the wtsvq algorithm of 4 5 , 7 analytically including compression of the wavelet coefficients. acknowledgement: the authors would like to thank the annonymous referee for the careful and constructive suggestions made and for",NOTUTILIZE,MENTION
76045650,74444769,"lationships between ases are generally unavailable to the public, we use as-level paths inferred from existing bgp routing tables for inter-domain routing. we use the as path inference algorithm from , which is able to infer as-level paths with 95 accuracy. for the intra-domain routing, we simply use the shortest path algorithm. for some destination pop ips, the algorithm fails to infer as-level",UTILIZE,USE
12369466,13249380,"ely high parallel efficiency. in a previous study we applied the single objective implementation of epsoc and compared to a range of optimization algorithms (lewis 2003), including a ga (genesis 5.0, ), a parallel gradient descent method (p-bfgs), dennis and torczon s mds, the simplex method of nelder and mead, a reducing set concurrent simplex (rscs), and line-searching variants of simplex and rs",NOTUTILIZE,MENTION
3306516,3406682,ial for quick development and deployment. genetic algorithms were introduced as a robust search algorithm for spaces that are non-linear and have many local minima and maxima. holland 4 and de jong established genetic algorithms as a viable technique that can be applied to a broad spectrum of problems. genetic algorithms have been applied to various robotic control applications. chin et al 6,NOTUTILIZE,MENTION
8667327,9135251,"ion condition (for example, if some iteration limit has not yet been reached; if t c f 0 and index c has not yet been used; etc.), go back to step 2, otherwise, go to step 1. it can be shown (see ) that the above scheme is an extension of the generalized hebbian algorithm (gha) that extracts the eigenvectors of the input data correlation matrix (see 1 ). the new algorithm is capable of constr",NOTUTILIZE,MENTION
13672165,14668786,"d in other scenarios, such as for algorithms based on bdds (see e.g., aziz et al., 1994; harlow brglez, 1998). there has been work on using bdd variable orders for dpll algorithms without learning ( ). the ideas here can potentially provide new ways of capturing structural information. finally, our approach of exploiting high level problem description to generate auxiliary information for sat sol",NOTUTILIZE,MENTION
14001457,15018839,"e noise and, as a result, is fraught with highly variable performance, particularly in noisy scenarios. to address this inherent variability, 2 a new class of algorithms have recently been studied in and also in 9 . an approach was first proposed in 5 and consisted of performing a best basis search in families of orthonormal bases constructed with wavelet packets or local cosine bases. this is",NOTUTILIZE,MENTION
19496832,20705354,"et algorithm in this section we describe the algorithm that we propose for the mining of all frequent sequences from a dataset. tset follows the same basic principles as most apriori-based algorithms . frequent sequence mining is an iterative process, and the focus is on a level-wise pattern generation. at the beginning, all frequent 1-sequences (frequent events) are found, these are used to gener",NOTUTILIZE,MENTION
13712772,14713277,"tches , where each candidate pair is classified independently of others. some of the methods that employ the pairwise approach include the em-based technique for finding optimal entity matching rules , the sorted neighborhood method for limiting the number of potential candidate pairs 16 , and the domain-independent three-stage iterative merging algorithm for duplicate detection 25 . in contrast",NOTUTILIZE,MENTION
55348927,54811287,"quiet wake . isolated rem epochs flanked by nrem periods were re-assigned to nrem. even before manual reassignment, this algorithm has high concordance (78 88 ) with experienced human sleep scorers ( ). dhpc o2 signals were processed as follows. first, to eliminate signal drift over the 4-h recording period, the linear trend (leastsquares regression method) was subtracted from the o2 signal (chall",NOTUTILIZE,MENTION
202925476,241000412,e effects of multiple seed regions. 73 we present our tractography algorithm in the following section and apply the algorithm to both synthetic data and 30 diffusion mr images from the midas database . results show that introducing competition allows us to reduce erroneous connectivity while also reducing the effect local noise has on the resulting connection probabilities. 2. methods we begin by,UTILIZE,USE
45430520,44490054,"sensitivity annotations with the essential difference that they are polynomials over natural numbers, while we consider polynomials over the reals augmented with . this approach has been extended in by constrained universal and existential quantifiers, providing mechanisms for polymorphism and abstraction over polynomial expressions similar to the ones made available by our quantifiers over size",NOTUTILIZE,MENTION
57203167,56533070,"produce the query with higher probability have higher ranks. this difference explains why the kl-lm model favors the document containing query terms in sequence. in past research experiments in trec , the okapi bm25 has been regarded as a robust state-of-art algorithm in ir research. in the aclia2 ir4qa task, it does not perform well. through our observation, for those queries containing chinese",NOTUTILIZE,MENTION
3583115,3696872,"t is desirable to use distributed algorithms, where the transmitter powers are locally controlled based on local measurements or estimates. such distributed algorithms have previously been studied in . for a more thorough overview, see 12, 13 and the references therein. the problem is to assign a relevant target sir. in systems based on cdma, it is well established that the power control impleme",NOTUTILIZE,MENTION
