contextID,citationID,clean__citation_context,UTILIZE_LABELS,USAGE_LABELS
80862162,78560451,"rm a flattening of sequences prior to delegating the call to fusion s tuple i o. for example, the sequence (a, b, (c, d), e) is flattened to (a, b, c, d, e). fusion tuples are mpl-compliant sequences , and in our subtyping algorithm we operate on tuples using mpl algorithms. alternation of xml elements is represented with the alt class template that is again just a simple wrapper, now around boost",NOTUTILIZE,MENTION
66715291,65463594,"sented as a matrix with multiple feature vectors each of which corresponds to a frame in the video. accordingly, the new integrated feature is also represented as a feature matrix. hausdorff distance is used to measure the similarity between gallery video and probe video. for gait recognition, it is better to include at least one walking cycle in the testing video sequence. in our experiment, eac",UTILIZE,USE
6200790,6437618,"f multipliers. 5 conclusions the algorithm introduced in this paper is very easy to implement, since it consists of successive constructions of huffman trees. furthermore, the experiments reported in suggest that the warm-up algorithm is a very good choice when constructing length restricted prefix codes for large alphabets, if we consider time and space requirements. 18 31 15 16 13 3 1 2 1 31 28",NOTUTILIZE,MENTION
8782841,9263802,e time of o(n) with respect to the rr-model. the algorithm is based on the static maximum matching algorithm described in 33 . the space needed is linear and the preprocessing time is o( p nm) using . additionally we give an insertions-only algorithm for maximum cardinality matching with o(n) amortized time per insertion. in the case of k-edge and k-vertex connectivity we slightly improve the kno,NOTUTILIZE,MENTION
23804151,24730008,"e space. there are well-known algorithms to truly minimize dfas 5, 8 in thats162 y.-s. han and d. wood they give unique (up to renaming of states) minimal dfas. recently, giammarresi and montalbano suggested a minimization algorithm for deterministic generalized automata (dgas). the technique does not however result in a unique minimal dga. for a given dga they introduce two operations in their",NOTUTILIZE,MENTION
2433542,2567223,"vs. the key) and a precision error (number of wrong coreference links, i.e. present in the response but absent from the key). the muc scoring method isn t always meaningful. we have shown elsewhere ( ) that it is too indulgent, and have proposed new algorithms which seem to us more relevant, named here core-mr and exclusive-core-mr . 4 results and comments the three heuristics h1, h2, h3 have b",NOTUTILIZE,MENTION
24735571,25582387,"algorithm running in time f o(1) 2 (1 ) 1 k . we apply our construction, taking the known polynomial-time algorithms mentioned above as a0. for example, taking the 7 8-approximation algorithm ( ), we obtain the (7 8 )-approximation algorithm for max 3sat that runs in time f o(1) c k . the techniques used. to construct an ( )-approximation algorithm from an -approximation algori",NOTUTILIZE,MENTION
56601583,55931631,"ht(x0) ht(x1)))) zt where zt is a normalization factor (chosen so that dt 1 will be a distribution). end for output the final ranking: h(x) t t 1 tht(x). fig. 2: the original rankboost algorithm .6 liangjing ding, adrian barbu, anke meyer-baese l l s t fig. 3: the features used for ranking are trajectory shape features and intensity coherence features. by controlling the parameters s, t, and",NOTUTILIZE,MENTION
69109653,67892570,"usalem 91904, israel. email: mendelma gmail.com. supported by the landau center and a grant from the israeli science foundation (195 02). 1among others, embeddings into low dimensional normed spaces as well as probabilistic embeddings into trees 2, 3, 15, 4 have many algorithmic applications. in both cases the distortions of the embeddings are logarithmic in the size of the metric. unfortunate",NOTUTILIZE,MENTION
213794677,184162237,"beam walking deficits in rats and cats recovered from smcx injury. hemiplegic symptoms reappear in the limbs contralateral to the cortical injury and therefore are unlikely nonspecific drug responses . additionally, hemiplegia is not reinstated by a single dose of haloperidol or propranolol (17), or by a sedative dose of pentobarbital (96). worsening of symptoms by pbz has also been reported in th",NOTUTILIZE,NOTALGO
6954632,7270923,"esults by a formula of the form (i 1) f ( (i) ): (3.1) chapter 3. new results for existing approximate mva algorithms 25 let g() f () gamma . if g is continuously differentiable, newton s method computes the estimation of the results by a formula of the form (i 1) s(i) gamma j gamma1 ( (i) ) delta g( (i) ); (3.2) where j is the jacobian matrix of g and must be nonsingular. if the analyti",NOTUTILIZE,MENTION
68613095,67256620,". the history of this problem and related works are summarized in 8 and will not be repeated here. our reasons to extend this work to the lattice case are: (i) to show that the methods initiated in , and later developed in 8, 9 for longer time scales, can be applied to a lattice setting as well; (ii) to make a connection with the extended state conjecture of the anderson model. 2anderson (de)",NOTUTILIZE,NOTALGO
34114038,34103282,"r problems when the scene contains several moving objects or occlusions 5 . 1.1.3 phase based methods a further approach to optical flow computation is to use a phase representation as done by fleet . most algorithms, by assuming that image intensity is not time varying, approximate image motion as pure image translation. fleet argues that the dynamics of image phase contours are better approxima",NOTUTILIZE,MENTION
869194,929990,"adjective or an adjectival verb using the rrg operators as grammatical categories. the implementation is inspired by the technique of representing a paradigm in reversed lists as shown in gal et al. . the following is a typical example of the main predicate analyse, which takes a predicative word and returns its morphological composition. the first word kakaserareta was caused to write consists",NOTUTILIZE,NOTALGO
39193308,37774418,"r ones are smaller. hpl is considered to be one of the best lu implementations and using it as a baseline to compare our algorithm to would be ideal. however, it requires an implementation of the mpi message passing interface, even on sharedmemory systems, which is not yet available on c64. therefore, we decided to port the non-contiguous implementation of lu found in the splash-2 benchmarks suit",NOTUTILIZE,NOTALGO
7212456,7545338,". the dictionary abstract data type is well known in literature, where it can also be called functional structure. 1 discusses its operations and builds a sequential implementation using 2-3 trees; formaly defines the adt specification, and the leda library of efficient data types and algorithms 11 includes a practical and easy-to-use implementation of dictionaries using several data structur",NOTUTILIZE,NOTALGO
202241559,240021448,"gths. in this paper, we developed an algorithm for separating short paired-end ngs reads from different bacterial genomes of similar abundance levels and then combined the algorithm with abundancebin to handle arbitrary abundance ratios. we have shown that our algorithm is able to separate genomes when the number of common repeats is small compared to the number of genome-specific repeats. since",UTILIZE,USE
7132207,7456469,"re no simple techniques that guarantee the reliability of the resulting program 8 . a few algorithms have been analyzed for stability when their arithmetic operations are carried out in floating-point , but such analysis is difficult and algorithm-specific, and a general theory of stability is a distant goal. exact arithmetic is another possible substitution. integer arithmetic suffices for many ge",NOTUTILIZE,MENTION
7824436,8198080,"its are representing properties bound to the same entity when they are pulsing synchronously. this proposal was originally made on biological grounds by malsburg 36 . earlier implementations of tsvb used non-differentiable binary threshold units, and so could not be trained using standard connectionist techniques. in this section we describe a different implementation of tsvb, one based on stand",NOTUTILIZE,MENTION
10124223,10752941,"te the operator information imposed on its relations. we obtain the answer using this algorithm by checking for validity of a certain functional dependency. this can be done by applying the result of , which is based on a chase technique 63 ( 53 contains a further development of the results in 51 ). examples of both approaches can be found in 60 . with respect to complexity, the propositional",UTILIZE,USE
2307560,2440611,"roadcast as follows: given a g, (v,e), we intend to find a shortest path from a given source vertex ssv to every vertex vsv, and deduce an sss-mst t,. we apply the well-known dijkstra s algorithm in to produce a t, for the g,. the complexity of the dijktras algorithm is o(v g w 2 ). 2.2 heuristics for optimal inter-switch broadcast the sss-mst-based inter-switch broadcast may suffer from sequ",UTILIZE,USE
111966692,102819551,"in figure 1. the first part of the paper presents a new scheme that augments the contour tree with the betti numbers of each isocontour in linear time. we show how to extend the scheme introduced in with the betti number computation without increasing its complexity. thus, we improve on the time complexity from our previous approach 10 from o(m logm) to o(n log n m), where m is the number of",UTILIZE,EXTEND
749203,800416,"he minimum hitting set problem, the problem of boolean duality. we do not describe the algorithm of fredman and khachiyan here due to space limitations. the authors themselves give a detailed view in .s6.1 the algorithm given the input of two boolean formulas the algorithm of fredman and khachiyan decides if the formulas are dual or not. if not then the algorithm returns a counterexample. the coun",NOTUTILIZE,MENTION
202316682,240128303,"previous study, we used iterative proportional fitting (ipf), an algorithm applied to hierarchical loglinear models to fit observables and interactions such as such univariate and bivariate marginals . though ipf fits the desired marginals, it converges slowly and it does not explicitly calculate or output the fitting parameters. these parameters are important, because in a subsequent study, we us",UTILIZE,USE
2723080,2834539,"16 , which has spawned more sophisticated 3 variants for the calculation of stability radii (real as well as complex) and h1 norms, both globally and quadratically (or higher order) convergent: see 6 . along similar lines, we have also developed a quadratically convergent variant algorithm for computing , described and analyzed in a companion paper 13 . in section 7, we continue our study of",NOTUTILIZE,MENTION
11565187,12364674,"ed and extended to cover the cases n 2 and n 3. furthermore, there are known pathologies in initialization of the welch-lynch algorithm in the presence of faults that can lead to clique formation . it is not described how flexray avoids these, and verification of its startup mechanisms could be very challenging. the other protocols of flexray are not described in sufficient detail to assess th",NOTUTILIZE,MENTION
5103624,5280322,"system is coded for error control. optimal and suboptimal multiuser algorithms for decoding have been proposed in 11, 12, 13, 14, 15, 3s16 , while those for channel estimation have been proposed in . these algorithms are developed for cdma systems with short spreading codes for each user that repeat every symbol. however, current and next generation wireless systems use long spreading codes whos",NOTUTILIZE,MENTION
46746450,45925988,"estimation of each cluster that includes consequent parameter estimation is usually done with a leastsquares method 4 . to extract rules from data, we chose the subtractive clustering method by chiu . the subtractive clustering is one-pass algorithm for estimating the number of clusters and initial location of cluster centers, and extracts the tsk fuzzy rules through the training data. this metho",UTILIZE,USE
11838450,12667319,"the offspring is evaluated. then the new population is sorted using relation favour. 4. if no improvement is obtained for 50 generations the algorithm stops. for more details about the algorithm see . 6 experimental results all experiments in the following are carried out on a sun sparc 20 using the benchmark set from yan91 . first, the proposed model is compared to the weighted sum approach, be",NOTUTILIZE,MENTION
99142445,93300945,"plemented the structure using a randomized skip list instead of a balanced tree structure. (another, though somewhat different, structure combining interval trees and skip lists has been described in .) our reason for using a skip list is that it allows for a fairly simple but efficient implementation while matching (in a probabilistic sense) the good worst-case behavior of a balanced tree. with t",NOTUTILIZE,NOTALGO
84073131,81259934,"ether to discuss the challenges of diffusing and disseminating effective prevention strategies. among the greatest mentioned were implementation fidelity (or faithfulness of delivery) and adaptation ( ; greenberg, 2004; pentz, 2004). these concerns arise from studies (hallfors and godette, 2002; ennett et al., 2003) that found that evidence- or research-based programmes taken",NOTUTILIZE,NOTALGO
5437057,5621259,"by looking inside the problematic element. once all elements are splittable, each local tessellation is computed using an algorithm to compute delaunay tessellations inside 1-irregular macro-elements . the set of final elements was shown in fig. 7. 4.4 comparison the implementation of a general refinement approach is quite more difficult than the bisection based approach. the main difficulties are",NOTUTILIZE,MENTION
30680870,31389035,"builds on and extends this work by proposing gossip-based algorithms for search selection. gossip systems have been widely described in the literature, where they are also called epidemic algorithms . we refer interested readers to 16 for an overview and survey of recent work in this area. 5. conclusions and future work our work makes two main contributions. first, we show how gossip-based comp",NOTUTILIZE,MENTION
225874286,192554621,"ustained vowels were produced with intensity and pressuresvariations spanning a range larger than usually found in speech (e.g.sbouhuys, mead, proctor, and stevens, 1968; cavagna and margaria, 1968 ;s ; tanaka and gould, 1983). in our own investigation of the best predictor of il in the produc tion of voiced speech sounds, we found that ptr outperforms psb by fars(strik and boves, 1988). the resul",NOTUTILIZE,NOTALGO
6922594,7236672,". 16; 27 . in addition algorithms were developed that mine well dened subsets of the rule set according to specied items or quality measures etc, e.g. general constraints 17; 25 , optimized rules 8 , maximal frequent itemsets 28 , and frequent closed itemsets 18; 19 . moreover there are algorithms to mine dense databases 5 . these approaches are supplemented by algorithms for online mining of",NOTUTILIZE,MENTION
51694028,51428548,"plate libraries updated every week. the algorithms were selected to cover different threading methods. here, we give a brief introduction of the methods. fugue. fugue is developed at the blindell lab . it aligns target sequence profile against template structural profile collected from homstrad (19). dynamic programming algorithm (20) is used to find the best sequence structure match. prospect2. p",NOTUTILIZE,MENTION
46347081,45583185,"is compared with the expectations from simulations. these simulations used different models to simulate multiple particle production; the ua5 algorithm (modified for hadron-nucleus collisions), venus , qgsjet 4 and hdpm 5 . atmospheric diffusion of cosmic rays is described by the code in ref. 6 for the ua5 model, and by corsika 5.20 7 for the rest. it is apparent that the average number of",NOTUTILIZE,MENTION
8482504,8929208,"buses of cmos vlsi circuits can severely degrade both design reliability and performance. maximum current estimates are needed in the circuit to accurately determine the impact of these problems. in , a pattern-independent, linear time algorithm (imax) is described that is very effective in estimating the maximum current waveforms at various contact points in the circuit. in 1 , the algorithm wa",NOTUTILIZE,MENTION
38171186,36839871,"he content of each pixel. these kinds of algorithms have been extensively addressed in the literature and many developed systems have proved their efficiency. most of them are based on chaotic system which is mainly used for the substitution process, although some critics are always done for an improvement purpose 9 . for the permutation process, a position permutation algorithm by magic cube tr",NOTUTILIZE,MENTION
12304224,13177800,ted that this overview is restricted to the airs2 or version two of the airs algorithm 10 . it has been explained to the author (private communication) that the airs1 or version one of the technique is now deprecated in favour of the second revision of the technique. please see section 4. for a review of the airs1 and airs2 algorithms and their specific differences. 3s3.1 the algorithm the funct,NOTUTILIZE,MENTION
40119174,38650331,"(e.g., current speed, limits of acceleration deceleration), and the speed limit of the road segment. curvatures among waypoints are further checked, adjusted, and smoothed using a spline algorithm ( ) to ensure that the waypoints are drivable within terramax s dynamic constraints. template-based trajectory planners are a set of trajectory planners that can quickly generate trajectory waypoints ba",NOTUTILIZE,MENTION
6361502,6614982,"ion. most of the approaches are based on static analysis techniques, particularly type systems 2, 16 . one approach has used model checking (with smv) to specify the correct typing of java byte code . we also based our approach on model-checking tools because they tend to be more generic and expressive than type-checking algorithms. this allowed us to obtain results faster because we did not have",NOTUTILIZE,MENTION
6478885,6762647,"erior-point algorithm for linear programming could be directly generalized to handle semidefinite programming. since the work of alizadeh, there has been a great deal of research into such algorithms . a simplex-type 4 method was also discovered by pataki 119 . among these varieties, the performance of interior-point methods are the best in both theory and practice. suppose there are constraint",NOTUTILIZE,MENTION
149778507,131527239,"existing data sets for the av research community. in particular, a strong effort has been made to produce a variety of multimodal data sets focusing on faces and speech, like the av-timit 15 , grid , m2vts 31 , xm2vtsdb 27 , banca 3 , cuave 30 or mobio 25 data sets. these data sets include individual speakers (av-timit, grid, m2vts, mobio, xm2vtsdb, banca) or both individual speakers and",NOTUTILIZE,NOTALGO
8345681,8783180,"e path in g 2. the total number of paths through g issr. it is important to note that our problem is not the same as minimizing a dfa---a well-studied problem for which efficient algorithms are known mum dag which solves our problem may be quot;nondeterministic, quot; that is, from a c a b b b b c a b c (a) a c b b (b) a b c a c b b (c) v 1,1 v 2,1 v 3,1 v 3,2 v 3,1 v 3,2 v 3,1 v 3,2 v 2,1 v 2,2",NOTUTILIZE,MENTION
9907237,10513530,"zation delay from 2t to t . our scheme is independent of the coterie being used. k is p n if we use maekawa s quorum algorithm 7 , and k becomes log n when we use agrawal and abbadi quorum algorithm . moreover, the redundancy in the quorum can increase the resilience to site and communication link failures. the rest of the paper is organized as follows. section 2 describes the system model. in se",UTILIZE,USE
41816821,40212435,"6, 16 by using a short time kernel 18 . calculating the kernel requires the solution to the eikonal equation on the image manifold. the second application is the implementation of face recognition by geometric invariants 4, 5 without reconstruction of the facial surface 2 . in this case a signature of the face is computed fromeikonal equation 323 geodesic distances between points on the fa",NOTUTILIZE,NOTALGO
8340832,8777520,"ommutative rule and selectmerge rule 5 implementation and experiments we implemented the esfar optimization technique proposed in section 3 and section 4 utilizing the volcano optimizer generator(vog) e implementation, we measured the effect of our optimizer for several types of mixed queries. the types of queries used in experiments are quot;non-spatial select quot; which is the",UTILIZE,USE
44648023,43523779,"s o( ) only, since we used 4-dimensional cuts. to extend the derivation to o( ) terms one could use d-dimensional cuts. however, in 53 it was argued that (123) is valid to all orders in (see also ). 32loops have to be evaluated in d dimensions. these techniques have allowed the computation of several qcd amplitudes at one loop. in n 4 sym the cutting techniques were successfully applied to",NOTUTILIZE,NOTALGO
20289334,21512856,"2007. our experiments are restricted to the following metrics that evaluate the goodness of the algorithm output and which are derivatives of well-known metrics from the information retrieval domain : precision, recall, andfmeasure. the mapping algorithm has been implemented in java and been updated so that it returns the results in the required format. 2.1 tests 101-104 our results (see result f",NOTUTILIZE,MENTION
11423373,12207752,"iety of hardware, for example using a cluster of pcs. to take full advantage of these new opportunities parallel algorithms need to be able to utilise whatever number of processors is available. (see for a discussion of the importance of designing algorithms that are not restricted to specific architectures and matrix sizes.) here we present algorithms for the parallel computation of a 2-d wavele",NOTUTILIZE,NOTALGO
11785332,12607978,"the opponent and result in decreased utility to the agent. it is therefore not feasible for agents to exchange their private information. we therefore extend the single stage negotiation protocol of by introducing a mediator. the mediator, that is assumed to be a neutral agent, obtains the required information from the two participants, and allows the players to improve their utilities by identi",NOTUTILIZE,NOTALGO
17727704,18906370,"gorithm that we have just discussed could perhaps be extended to convex cost functions (bysmodifying the dual problem and employing the -relaxation method for convex cost network flow problems 35 , ), a significantly more direct and natural method is possible, which we proceed to present. b. convex, separable cost and separable constraints let us now consider the case where, rather than a cost p",NOTUTILIZE,MENTION
202868767,240918788,"n them. if both points are k-covered, then assign them to the nodes that correspond to the voronoi regions of vdk(s) they belong to. starting at one of these nodes, traverse g using the dfs algorithm . if the other node is found, then both points belong to the same connected component of k-blobs and there is a k-path between them. in fig. 5, there is an example of graph g and a path between p and",UTILIZE,USE
14353566,15394681,"ry set introduced above (see theorem 3.1). we give a precise characterization of quot;( delta ) in terms of asymptotic behavior of perturbations. our analysis is based on the novel technique presented in . this approach allows us to deal with essentially perturbed problems (i.e. problems with nonvanishing noise : ffi(xi) 6 0 as i 1), as well as analyze algorithms that are inherently nonmonotone, e.",NOTUTILIZE,NOTALGO
23890789,24808645,"dependently, using the predicted interface boundary conditions. later, dawson, du and dupont 11 proposed an alternative explicit-implicit algorithm. their work motivated rivera, zhu and huddlestone to develop explicitimplicit algorithms further. they presented the corrector step after an implicit scheme in subdomains. the corrector step makes the solution more accurate near the artificial bound",NOTUTILIZE,MENTION
6545328,6833907,"ns from large databases. these include developing faster (both sequential and parallel) algorithms for associations, their quantitative variants, sequential patterns, extensions, and generalizations ( are some representative works) and use of partitioning and sampling techniques 18, 15, 22 . more recently, several researchers have argued for the integration of data mining technologies with databa",NOTUTILIZE,MENTION
146015383,128790717,"ps, professional and academic settings. research has revealedsthat women feel significantly less personal control than men (barret buckley, 2009; cassidy,s1997; mirowsky ross, 1983; thoits, 1986; ; umberson, anderson, glick, sshapiro, 1998); though others have found this difference to be insignificant (chubb fertman,s1997) and nonexistent (bird ross, 1993; mirowsky 1995; stets, 1995).sthe",NOTUTILIZE,NOTALGO
15354023,16449219,", rule induction methods michalski et al., 1983), genetic algorithms (gas) (goldberg, 1989; mitchell, 1996) and genetic programming (gp) (koza, 1992), artificial neural networks (anns) (vemuri, 1988; ) (e.g. backpropagation (wasserman, 1989); associative memories (kosko, (1992), etc.), and clustering techniques (rich and knight, 1991; russell and norvig, 1995)). these tools are discussed further i",NOTUTILIZE,MENTION
13868766,14879655,"s providing the rest of the functionality described above. 3. the zoomable treemap algorithm the zoomable treemap algorithm is our modification of the treemap algorithm by johnson and shneiderman with extended features to make the visualizations amenable to a fisheye zoom. in this section we describe zoomable tremap, starting with the original treemap algorithm. the discussion in section 3.",UTILIZE,EXTEND
10736408,11437627,"ves, complex matrix reordering and sophisticated data structures are required in order to obtain good performance on parallel computations. supernodal, multi-frontal versions of the classic cholesky ( , 64 , 117 , 87 , 52 ), qr ( 118 ), and least squares ( 119 ) algorithms have recently been developed towards this end. 1.3 the process of exploiting sparsity very roughly, we can divide the proce",NOTUTILIZE,MENTION
86666213,83420178,"zzy clustering 1 algorithm which also falls into this category. however, there is no mention of robustness in this paper. a variation of this algorithm that is motivated by robustness can be found in . another early fuzzy clustering algorithm (on which rca is based) is the robust c-prototypes (rcp) algorithm 12 , which uses the m-estimator 22 . the fuzzy trimmed c prototypes (ftcp) algorithm 27",NOTUTILIZE,MENTION
14785983,15856342,"out, without any grammar whatsoever. a survey of some other methods can be found in 2, 6, 10 . our technique represents mathematical structure as a tree, using the output of the eto-suzuki algorithm applied to individual character recognition results from ocr. this algorithm takes ocr recognition candidates on a page, and arranges them into a tree, optimizing a cost associated to each arrangemen",UTILIZE,USE
12981728,13918883,"related rna sequences to find common rna secondary structures. the fitness function is based on free energy of a structure and a measure of structure conservation among the sequences. hofacker et al. use a variant of sankoff s algorithm 127 , called pmmach. instead of attempting to solve the folding and the alignment problem simultaneously, they align base pairing probability matrices, which wer",NOTUTILIZE,MENTION
401642,430153,"address the following two key questions: the selection of cluster centers and the connections between clusters. several graph-theoretic algorithms, such as k-hst 25 , min k-center 26 , and l-greedy , may be used to perform center placement. while these algorithms offer either absolute or probabilistic bounds on the latencies between nodes in a cluster and its center, there is no performance guar",NOTUTILIZE,MENTION
5388106,5569781,"g of the edges and not about k or hk . we overcome this problem as follows. given the ordering of the edges according to their weights, we can use the minimum spanning tree algorithm of gabow et. al. to compute a minimum spanning tree with respect to the hk -weights, without actually knowing these weights. the ordering su ces for this purpose. recall from section 5 that, given a tree and a budget",UTILIZE,USE
17574141,18749690,each of the 12 dag sizes corresponding to a number of tasks n ranging from 10 to 32 by increment of 2. optimal solutions for these small examples were determined by using an a enumeration algorithm . the heuristic results reported in 20 for scheduling these task graphs on a 2-processor system displayed 1 to 8 deviations from the optimum. the results obtained using the heuristics we selected,UTILIZE,USE
8003186,8400488,ffl the bottom-up complete-linkage (cl) algorithm due to s. c. johnson 31 yields excellent results when used within the two-phase fm approach. ffl the o(dkn) k-center (kc) algorithm due to gonzalez is competitive with previous netlist partitioning methods despite relying on purely geometric considerations. ffl multi-dimensional spectral embeddings provide more information than a single-eigenvec,NOTUTILIZE,MENTION
29786804,30473144,correct mappings between couples of ontologies. it exploits an algorithm used for word sense disambiguation originally proposed by michael lesk 16 and adapted by satanjeev banerjee and ted pedersen . the obtained alignment is then post-processed in order to further refine it by finding semantic inconsistencies. the paper is organised in the following way: section 2 provides some background knowl,NOTUTILIZE,MENTION
42573037,40919831,"e design of the packet generator architecture has been coded in verilog hdl and synthesized using the synplicity synplifypro synthesis tool, targeting a xilinx virtex-4 xc4vlx80-11-ff1148 fpga device . the implementation consists of 64-ports and supports 128 flows. packets are produced at the output of the packet generator every 50 ns.4 table i fpga implentation cost and expected slack module lut",NOTUTILIZE,NOTALGO
31551571,32138774,"omputation through exhaustive search is infeasible due to the combinatorial nature of the search. algorithms that take advantage of the factorization of the distribution, like belief propagation (bp) , cannot be used in this case because they are limited to tree dependencies in the factor graph. the graphs associated with mrf models for images, however, have loops due to the interdependence betwee",NOTUTILIZE,MENTION
8879654,9370337,"moving object is on the movement path of the service robot, the robot must avoid the collision. up to now, many different algorithms have been developed to detect and track motion in image sequences . some of the work was concentrated on offline processing of prerecorded image sequences 12 . this means, that no interaction in a closed loop of image acquisition and camera movement is possible. re",NOTUTILIZE,MENTION
129111702,115624363,"line our approach for navigating multiple simple-airplanes, by extending the concept of velocity obstacles (vo) 22 into three dimensions and performing optimal reciprocal collision avoidance (orca) . we describe how to incorporate an initially reduced, but easily calculated, set of kinematic and dynamic constraints when choosing a velocity using orca, and how to deal with the fig. 3. a schematic",NOTUTILIZE,NOTALGO
